chr	start	end	ensGene	UniProt	symbol	TargetFullName	extGene	Target	UniProts	SOMAMER_ID
19	49316274	49339935	ENSG00000087076	Q9BPX1	HSD17B14	17-beta-hydroxysteroid dehydrogenase 14	HSD17B14	DHB14	Q9BPX1	HSD17B14.13972.4.3
19	49468558	49470135	ENSG00000087086	P02792	FTH1 FTL	Ferritin	FTL	Ferritin	P02792,P02794	FTH1.FTL.3031.66.1
19	49468558	49470135	ENSG00000087086	P02792	FTH1 FTL	Ferritin	FTL	Ferritin	P02792,P02794	FTH1.FTL.5934.1.3
19	49519237	49520338	ENSG00000104826	P01229	CGA LHB	Luteinizing hormone	LHB	Luteinizing hormone	P01215,P01229	CGA.LHB.2953.31.2
19	49519237	49520338	ENSG00000104826	P01229	LHB	Lutropin subunit beta	LHB	LSHB	P01229	LHB.8376.25.4
19	49526126	49527590	ENSG00000104827	P01233	CGA CGB	Human Chorionic Gonadotropin	CGB	HCG	P01215,P01233	CGA.CGB.4914.10.1
19	49535169	49536495	ENSG00000104818	Q6NT52	CGB2	Choriogonadotropin subunit beta variant 2	CGB2	CGB2	Q6NT52	CGB2.6213.10.3
19	49547141	49548568	ENSG00000189052	P01233	CGA CGB	Human Chorionic Gonadotropin	CGB5	HCG	P01215,P01233	CGA.CGB.4914.10.1
19	49550895	49552400	ENSG00000213030	P01233	CGA CGB	Human Chorionic Gonadotropin	CGB8	HCG	P01215,P01233	CGA.CGB.4914.10.1
19	49557531	49562117	ENSG00000196337	P01233	CGA CGB	Human Chorionic Gonadotropin	CGB7	HCG	P01215,P01233	CGA.CGB.4914.10.1
19	49559050	49568333	ENSG00000225950	P34130	NTF4	Neurotrophin-4	NTF4	Neurotrophin-5	P34130	NTF4.4146.58.2
19	49617581	49621717	ENSG00000104863	Q9HAP6	LIN7B	Protein lin-7 homolog B	LIN7B	LIN7B	Q9HAP6	LIN7B.4238.4.2
19	49792895	49828482	ENSG00000063127	Q9GZN6	SLC6A16	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5	SLC6A16	S6A16	Q9GZN6	SLC6A16.13056.18.3
19	49865040	49878373	ENSG00000104901	Q9UK85	DKKL1	Dickkopf-like protein 1	DKKL1	Soggy-1	Q9UK85	DKKL1.3644.5.4
19	49925671	49926698	ENSG00000142538	Q96A98	PTH2	Tuberoinfundibular peptide of 39 residues	PTH2	TIP39	Q96A98	PTH2.7257.18.3
19	49977464	49989488	ENSG00000090554	P49771	FLT3LG	Fms-related tyrosine kinase 3 ligand	FLT3LG	Flt3 ligand	P49771	FLT3LG.14093.10.3
19	49977464	49989488	ENSG00000090554	P49771	FLT3LG	Fms-related tyrosine kinase 3 ligand	FLT3LG	Flt3 ligand	P49771	FLT3LG.3053.49.2
19	50364461	50371166	ENSG00000039650	Q96T60	PNKP	Bifunctional polynucleotide phosphatase/kinase	PNKP	PNKP	Q96T60	PNKP.13657.2.3
19	50452242	50464429	ENSG00000161640	Q96RL6	SIGLEC11	Sialic acid-binding Ig-like lectin 11	SIGLEC11	SIG11	Q96RL6	SIGLEC11.8913.22.3
19	50832910	50886239	ENSG00000131408	P55055	NR1H2	Oxysterols receptor LXR-beta	NR1H2	NR1H2	P55055	NR1H2.9016.12.3
19	51020149	51071302	ENSG00000131409	Q9NT99	LRRC4B	Leucine-rich repeat-containing protein 4B	LRRC4B	LRC4B	Q9NT99	LRRC4B.11911.13.3
19	51124564	51171651	ENSG00000213023	Q9BQG1	SYT3	Synaptotagmin-3	SYT3	SYT3	Q9BQG1	SYT3.10452.24.3
19	51226586	51228974	ENSG00000105472	Q9Y240	CLEC11A	Stem Cell Growth Factor-beta	CLEC11A	SCGF-beta	Q9Y240	CLEC11A.2966.65.2
19	51328545	51340469	ENSG00000174562	Q9H2R5	KLK15	Kallikrein-15	KLK15	kallikrein 15	Q9H2R5	KLK15.6491.59.3
19	51358171	51364020	ENSG00000142515	P07288	KLK3	Prostate-specific antigen	KLK3	PSA	P07288	KLK3.8468.19.3
19	51409608	51413994	ENSG00000167749	Q9Y5K2	KLK4	Kallikrein-4	KLK4	Kallikrein 4	Q9Y5K2	KLK4.2833.20.1
19	51446559	51456349	ENSG00000167754	Q9Y337	KLK5	Kallikrein-5	KLK5	kallikrein 5	Q9Y337	KLK5.14039.33.3
19	51446559	51456349	ENSG00000167754	Q9Y337	KLK5	Kallikrein-5	KLK5	kallikrein 5	Q9Y337	KLK5.3201.49.2
19	51461887	51472929	ENSG00000167755	Q92876	KLK6	Kallikrein-6	KLK6	Kallikrein 6	Q92876	KLK6.3450.4.2
19	51479729	51487355	ENSG00000169035	P49862	KLK7	Kallikrein-7	KLK7	Kallikrein 7	P49862	KLK7.3378.49.2
19	51499263	51505967	ENSG00000129455	O60259	KLK8	Kallikrein-8	KLK8	kallikrein 8	O60259	KLK8.13708.56.3
19	51499263	51505967	ENSG00000129455	O60259	KLK8	Kallikrein-8	KLK8	kallikrein 8	O60259	KLK8.2834.54.1
19	51525472	51531295	ENSG00000167757	Q9UBX7	KLK11	Kallikrein-11	KLK11	Kallikrein 11	Q9UBX7	KLK11.2831.29.1
19	51532348	51538486	ENSG00000186474	Q9UKR0	KLK12	Kallikrein-12	KLK12	kallikrein 12	Q9UKR0	KLK12.3199.54.2
19	51580752	51587502	ENSG00000129437	Q9P0G3	KLK14	Kallikrein-14	KLK14	kallikrein 14	Q9P0G3	KLK14.3681.87.3
19	51580752	51587502	ENSG00000129437	Q9P0G3	KLK14	Kallikrein-14	KLK14	kallikrein 14	Q9P0G3	KLK14.8620.56.3
19	51628165	51639908	ENSG00000129450	Q9Y336	SIGLEC9	Sialic acid-binding Ig-like lectin 9	SIGLEC9	Siglec-9	Q9Y336	SIGLEC9.3007.7.2
19	51645556	51656783	ENSG00000168995	Q9Y286	SIGLEC7	Sialic acid-binding Ig-like lectin 7	SIGLEC7	Siglec-7	Q9Y286	SIGLEC7.2742.68.2
19	51728320	51747115	ENSG00000105383	P20138	CD33	Myeloid cell surface antigen CD33	CD33	Siglec-3	P20138	CD33.3166.92.1
19	51815102	51833608	ENSG00000142549	A6NGN9	IGLON5	IgLON family member 5	IGLON5	IGLO5	A6NGN9	IGLON5.6478.2.3
19	51913275	51921057	ENSG00000142512	Q96LC7	SIGLEC10	Sialic acid-binding Ig-like lectin 10	SIGLEC10	SIG10	Q96LC7	SIGLEC10.6048.4.3
19	51954101	51961710	ENSG00000105366	Q9NYZ4	SIGLEC8	Sialic acid-binding Ig-like lectin 8	SIGLEC8	SIGL8	Q9NYZ4	SIGLEC8.7864.3.3
19	51994611	52005043	ENSG00000254521	Q96PQ1	SIGLEC12	Sialic acid-binding Ig-like lectin 12	SIGLEC12	SIG12	Q96PQ1	SIGLEC12.10037.98.3
19	51994611	52005043	ENSG00000254521	Q96PQ1	SIGLEC12	Sialic acid-binding Ig-like lectin 12	SIGLEC12	SIG12	Q96PQ1	SIGLEC12.8352.26.3
19	52074551	52092991	ENSG00000105497	Q9Y473	ZNF175	Zinc finger protein 175	ZNF175	ZN175	Q9Y473	ZNF175.12716.3.3
19	52145806	52150054	ENSG00000254415	Q08ET2	SIGLEC14	Sialic acid-binding Ig-like lectin 14	SIGLEC14	SIG14	Q08ET2	SIGLEC14.5125.6.3
19	52145806	52150054	ENSG00000254415	Q08ET2	SIGLEC14	Sialic acid-binding Ig-like lectin 14	SIGLEC14	SIG14	Q08ET2	SIGLEC14.8248.222.3
19	52693292	52730687	ENSG00000105568	P30153	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	PPP2R1A	PP2AAA	P30153	PPP2R1A.12621.55.3
19	53517174	53519375	ENSG00000269526	B6SEH8	ERVV-1	Endogenous retrovirus group V member 1 Env polyprotein	ERVV-1	ERVV1	B6SEH8	ERVV.1.12531.5.3
19	53611132	53636330	ENSG00000170954	Q09FC8	ZNF415	Zinc finger protein 415	ZNF415	ZN415	Q09FC8	ZNF415.12811.55.3
19	54597922	54605946	ENSG00000271658	Q8IYS5	OSCAR	Osteoclast-associated immunoglobulin-like receptor	OSCAR	OSCAR	Q8IYS5	OSCAR.7116.31.3
19	54597933	54606000	ENSG00000170909	Q8IYS5	OSCAR	Osteoclast-associated immunoglobulin-like receptor	OSCAR	OSCAR	Q8IYS5	OSCAR.7116.31.3
19	54597933	54606000	ENSG00000273074	Q8IYS5	OSCAR	Osteoclast-associated immunoglobulin-like receptor	OSCAR	OSCAR	Q8IYS5	OSCAR.7116.31.3
19	54720147	54746602	ENSG00000204577	O75022	LILRB3	Leukocyte immunoglobulin-like receptor subfamily B member 3	LILRB3	LIRB3	O75022	LILRB3.11334.7.3
19	54720151	54746602	ENSG00000262087	O75022	LILRB3	Leukocyte immunoglobulin-like receptor subfamily B member 3	LILRB3	LIRB3	O75022	LILRB3.11334.7.3
19	54720737	54746649	ENSG00000244482	Q6PI73	LILRA6	Leukocyte immunoglobulin-like receptor subfamily A member 6	LILRA6	LIRA6	Q6PI73	LILRA6.7059.14.3
19	54720741	54746649	ENSG00000262320	Q6PI73	LILRA6	Leukocyte immunoglobulin-like receptor subfamily A member 6	LILRA6	LIRA6	Q6PI73	LILRA6.7059.14.3
19	54754263	54761164	ENSG00000105609	O75023	LILRB5	Leukocyte immunoglobulin-like receptor subfamily B member 5	LILRB5	LIRB5	O75023	LILRB5.7015.8.3
19	54754289	54761190	ENSG00000263021	O75023	LILRB5	Leukocyte immunoglobulin-like receptor subfamily B member 5	LILRB5	LIRB5	O75023	LILRB5.7015.8.3
19	54777675	54785039	ENSG00000131042	Q8N423	LILRB2	Leukocyte immunoglobulin-like receptor subfamily B member 2	LILRB2	ILT-4	Q8N423	LILRB2.5091.28.3
19	54777675	54785039	ENSG00000131042	Q8N423	LILRB2	Leukocyte immunoglobulin-like receptor subfamily B member 2	LILRB2	ILT-4	Q8N423	LILRB2.5633.65.3
19	54817385	54823441	ENSG00000262800	A6NI73	LILRA5	Leukocyte immunoglobulin-like receptor subfamily A member 5	LILRA5	LIRA5	A6NI73	LILRA5.7787.25.3
19	54817385	54823441	ENSG00000262800	A6NI73	LILRA5	Leukocyte immunoglobulin-like receptor subfamily A member 5	LILRA5	LIRA5	A6NI73	LILRA5.8766.29.3
19	54818353	54824409	ENSG00000187116	A6NI73	LILRA5	Leukocyte immunoglobulin-like receptor subfamily A member 5	LILRA5	LIRA5	A6NI73	LILRA5.7787.25.3
19	54818353	54824409	ENSG00000187116	A6NI73	LILRA5	Leukocyte immunoglobulin-like receptor subfamily A member 5	LILRA5	LIRA5	A6NI73	LILRA5.8766.29.3
19	54843416	54849383	ENSG00000262284	P59901	LILRA4	Leukocyte immunoglobulin-like receptor subfamily A member 4	LILRA4	LIRA4	P59901	LILRA4.8299.66.3
19	54843570	54849537	ENSG00000261929	P59901	LILRA4	Leukocyte immunoglobulin-like receptor subfamily A member 4	LILRA4	LIRA4	P59901	LILRA4.8299.66.3
19	54844456	54850421	ENSG00000239961	P59901	LILRA4	Leukocyte immunoglobulin-like receptor subfamily A member 4	LILRA4	LIRA4	P59901	LILRA4.8299.66.3
19	54864045	54880850	ENSG00000262936	Q6GTX8	LAIR1	Leukocyte-associated immunoglobulin-like receptor 1	LAIR1	LAIR1	Q6GTX8	LAIR1.11284.24.3
19	54865362	54882165	ENSG00000167613	Q6GTX8	LAIR1	Leukocyte-associated immunoglobulin-like receptor 1	LAIR1	LAIR1	Q6GTX8	LAIR1.11284.24.3
19	54940999	55013860	ENSG00000275434	Q14943	KIR3DS1	Killer cell immunoglobulin-like receptor 3DS1	KIR3DS1	KI3S1	Q14943	KIR3DS1.5097.14.3
19	54987740	54997098	ENSG00000274143	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.7799.3.3
19	54987740	54997098	ENSG00000274143	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.8000.17.3
19	55007650	55071293	ENSG00000262985	Q8NHL6	LILRB1	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	ILT-2	Q8NHL6	LILRB1.5090.49.2
19	55009156	55072801	ENSG00000262727	Q8NHL6	LILRB1	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	ILT-2	Q8NHL6	LILRB1.5090.49.2
19	55048402	55064587	ENSG00000262806	P24071	FCAR	Immunoglobulin alpha Fc receptor	FCAR	FCAR	P24071	FCAR.4987.17.1
19	55080219	55090214	ENSG00000262182	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.5104.57.3
19	55080219	55090214	ENSG00000262182	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.8360.169.3
19	55085346	55148979	ENSG00000104972	Q8NHL6	LILRB1	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	ILT-2	Q8NHL6	LILRB1.5090.49.2
19	55147143	55173613	ENSG00000271326	Q8NHJ6	LILRB4	Leukocyte immunoglobulin-like receptor subfamily B member 4	LILRB4	LIRB4	Q8NHJ6	LILRB4.6453.70.3
19	55147187	55157187	ENSG00000261880	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.5104.57.3
19	55147187	55157187	ENSG00000261880	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.8360.169.3
19	55155340	55181810	ENSG00000186818	Q8NHJ6	LILRB4	Leukocyte immunoglobulin-like receptor subfamily B member 4	LILRB4	LIRB4	Q8NHJ6	LILRB4.6453.70.3
19	55159054	55171068	ENSG00000262335	Q8N743	KIR3DL3	Killer cell immunoglobulin-like receptor 3DL3	KIR3DL3	KI3L3	Q8N743	KIR3DL3.7944.1.3
19	55227751	55317772	ENSG00000271713	Q99706	KIR2DL4	Killer cell immunoglobulin-like receptor 2DL4	KIR2DL4	KI2L4	Q99706	KIR2DL4.5095.7.3
19	55227751	55317772	ENSG00000271713	Q99706	KIR2DL4	Killer cell immunoglobulin-like receptor 2DL4	KIR2DL4	KI2L4	Q99706	KIR2DL4.9245.1.3
19	55235967	55280676	ENSG00000278731	P43627	KIR2DL2	Killer cell immunoglobulin-like receptor 2DL2	KIR2DL2	KI2L2	P43627	KIR2DL2.7773.20.3
19	55235970	55280641	ENSG00000275914	P43627	KIR2DL2	Killer cell immunoglobulin-like receptor 2DL2	KIR2DL2	KI2L2	P43627	KIR2DL2.7773.20.3
19	55235971	55280718	ENSG00000275546	P43627	KIR2DL2	Killer cell immunoglobulin-like receptor 2DL2	KIR2DL2	KI2L2	P43627	KIR2DL2.7773.20.3
19	55235984	55248003	ENSG00000242019	Q8N743	KIR3DL3	Killer cell immunoglobulin-like receptor 3DL3	KIR3DL3	KI3L3	Q8N743	KIR3DL3.7944.1.3
19	55236002	55325972	ENSG00000189013	Q99706	KIR2DL4	Killer cell immunoglobulin-like receptor 2DL4	KIR2DL4	KI2L4	Q99706	KIR2DL4.5095.7.3
19	55236002	55325972	ENSG00000189013	Q99706	KIR2DL4	Killer cell immunoglobulin-like receptor 2DL4	KIR2DL4	KI2L4	Q99706	KIR2DL4.9245.1.3
19	55249991	55292186	ENSG00000275436	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.7799.3.3
19	55249991	55292186	ENSG00000275436	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.8000.17.3
19	55250100	55264425	ENSG00000263233	P43631	KIR2DS2	Killer cell immunoglobulin-like receptor 2DS2	KIR2DS2	KI2S2	P43631	KIR2DS2.10428.1.3
19	55265849	55280179	ENSG00000276011	P43627	KIR2DL2	Killer cell immunoglobulin-like receptor 2DL2	KIR2DL2	KI2L2	P43627	KIR2DL2.7773.20.3
19	55266140	55280668	ENSG00000276731	P43627	KIR2DL2	Killer cell immunoglobulin-like receptor 2DL2	KIR2DL2	KI2L2	P43627	KIR2DL2.7773.20.3
19	55266174	55280501	ENSG00000275407	P43627	KIR2DL2	Killer cell immunoglobulin-like receptor 2DL2	KIR2DL2	KI2L2	P43627	KIR2DL2.7773.20.3
19	55282415	55386679	ENSG00000274465	Q14943	KIR3DS1	Killer cell immunoglobulin-like receptor 3DS1	KIR3DS1	KI3S1	Q14943	KIR3DS1.5097.14.3
19	55282661	55328872	ENSG00000276498	Q14943	KIR3DS1	Killer cell immunoglobulin-like receptor 3DS1	KIR3DS1	KI3S1	Q14943	KIR3DS1.5097.14.3
19	55282688	55386951	ENSG00000275037	Q14943	KIR3DS1	Killer cell immunoglobulin-like receptor 3DS1	KIR3DS1	KI3S1	Q14943	KIR3DS1.5097.14.3
19	55282689	55328881	ENSG00000276534	Q14943	KIR3DS1	Killer cell immunoglobulin-like receptor 3DS1	KIR3DS1	KI3S1	Q14943	KIR3DS1.5097.14.3
19	55282736	55328928	ENSG00000275608	Q14943	KIR3DS1	Killer cell immunoglobulin-like receptor 3DS1	KIR3DS1	KI3S1	Q14943	KIR3DS1.5097.14.3
19	55283720	55300469	ENSG00000263184	P43630	KIR3DL2	Killer cell immunoglobulin-like receptor 3DL2	KIR3DL2	KI3L2	P43630	KIR3DL2.5096.51.3
19	55297260	55341980	ENSG00000274283	Q14943	KIR3DS1	Killer cell immunoglobulin-like receptor 3DS1	KIR3DS1	KI3S1	Q14943	KIR3DS1.5097.14.3
19	55307510	55323724	ENSG00000262827	P24071	FCAR	Immunoglobulin alpha Fc receptor	FCAR	FCAR	P24071	FCAR.4987.17.1
19	55327951	55331852	ENSG00000276379	Q14943	KIR3DS1	Killer cell immunoglobulin-like receptor 3DS1	KIR3DS1	KI3S1	Q14943	KIR3DS1.5097.14.3
19	55330914	55340378	ENSG00000274676	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.7799.3.3
19	55330914	55340378	ENSG00000274676	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.8000.17.3
19	55330960	55340456	ENSG00000276392	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.7799.3.3
19	55330960	55340456	ENSG00000276392	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.8000.17.3
19	55330961	55340425	ENSG00000275596	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.7799.3.3
19	55330961	55340425	ENSG00000275596	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.8000.17.3
19	55338425	55348425	ENSG00000263100	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.5104.57.3
19	55338425	55348425	ENSG00000263100	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.8360.169.3
19	55339394	55349377	ENSG00000262717	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.5104.57.3
19	55339394	55349377	ENSG00000262717	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.8360.169.3
19	55344013	55353564	ENSG00000276686	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.7799.3.3
19	55344013	55353564	ENSG00000276686	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.8000.17.3
19	55353391	55363391	ENSG00000262832	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.5104.57.3
19	55353391	55363391	ENSG00000262832	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.8360.169.3
19	55353698	55370462	ENSG00000271613	P43630	KIR3DL2	Killer cell immunoglobulin-like receptor 3DL2	KIR3DL2	KI3L2	P43630	KIR3DL2.5096.51.3
19	55361247	55378033	ENSG00000262007	P43630	KIR3DL2	Killer cell immunoglobulin-like receptor 3DL2	KIR3DL2	KI3L2	P43630	KIR3DL2.5096.51.3
19	55361898	55378662	ENSG00000240403	P43630	KIR3DL2	Killer cell immunoglobulin-like receptor 3DL2	KIR3DL2	KI3L2	P43630	KIR3DL2.5096.51.3
19	55377503	55393727	ENSG00000271210	P24071	FCAR	Immunoglobulin alpha Fc receptor	FCAR	FCAR	P24071	FCAR.4987.17.1
19	55385704	55401838	ENSG00000186431	P24071	FCAR	Immunoglobulin alpha Fc receptor	FCAR	FCAR	P24071	FCAR.4987.17.1
19	55388767	55398218	ENSG00000278116	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.7799.3.3
19	55388767	55398218	ENSG00000278116	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.8000.17.3
19	55389039	55398446	ENSG00000276177	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.7799.3.3
19	55389039	55398446	ENSG00000276177	Q8N109	KIR2DL5A	Killer cell immunoglobulin-like receptor 2DL5A	KIR2DL5A	KI2LA	Q8N109	KIR2DL5A.8000.17.3
19	55409405	55419395	ENSG00000271000	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.5104.57.3
19	55409405	55419395	ENSG00000271000	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.8360.169.3
19	55415012	55425012	ENSG00000262680	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.5104.57.3
19	55415012	55425012	ENSG00000262680	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.8360.169.3
19	55417098	55427098	ENSG00000262661	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.5104.57.3
19	55417098	55427098	ENSG00000262661	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.8360.169.3
19	55417508	55427508	ENSG00000189430	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.5104.57.3
19	55417508	55427508	ENSG00000189430	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.8360.169.3
19	55442549	55452549	ENSG00000262923	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.5104.57.3
19	55442549	55452549	ENSG00000262923	O76036	NCR1	Natural cytotoxicity triggering receptor 1	NCR1	NKp46	O76036	NCR1.8360.169.3
19	55663137	55669141	ENSG00000129991	P19429	TNNI3	Troponin I, cardiac muscle	TNNI3	Troponin I	P19429	TNNI3.5441.67.3
19	55663137	55669141	ENSG00000129991	P19429	TNNI3	Troponin I, cardiac muscle	TNNI3	Troponin I	P19429	TNNI3.5930.54.3
19	55682567	55691809	ENSG00000129990	O00445	SYT5	Synaptotagmin-5	SYT5	SYT5	O00445	SYT5.9099.19.3
19	55692616	55720874	ENSG00000080031	Q9HD43	PTPRH	Receptor-type tyrosine-protein phosphatase H	PTPRH	PTPRH	Q9HD43	PTPRH.11222.62.3
19	55692616	55720874	ENSG00000080031	Q9HD43	PTPRH	Receptor-type tyrosine-protein phosphatase H	PTPRH	PTPRH	Q9HD43	PTPRH.11988.24.3
19	55851221	55859488	ENSG00000133247	Q86Y97	SUV420H2	Histone-lysine N-methyltransferase SUV420H2	SUV420H2	SV422	Q86Y97	SUV420H2.12452.32.3
19	55875757	55881831	ENSG00000095752	P20809	IL11	Interleukin-11	IL11	IL-11	P20809	IL11.4493.92.1
19	55888204	55889612	ENSG00000160472	Q8WZ59	TMEM190	Transmembrane protein 190	TMEM190	TM190	Q8WZ59	TMEM190.10442.1.3
19	55996371	55998935	ENSG00000090971	Q8WUY8	NAT14	N-acetyltransferase 14	NAT14	NAT14	Q8WUY8	NAT14.11120.49.3
19	56165512	56186081	ENSG00000063244	P26368	U2AF2	Splicing factor U2AF 65 kDa subunit	U2AF2	U2AF2	P26368	U2AF2.13577.25.3
19	56347944	56393220	ENSG00000160505	Q96MN2	NLRP4	NACHT, LRR and PYD domains-containing protein 4	NLRP4	NALP4	Q96MN2	NLRP4.12794.6.3
19	56687389	56697144	ENSG00000197487	Q9UBC7	GALP	Galanin-like peptide	GALP	GALP	Q9UBC7	GALP.9398.30.3
19	57702868	57724724	ENSG00000083844	O43296	ZNF264	Zinc finger protein 264	ZNF264	ZN264	O43296	ZNF264.9993.11.3
19	58125601	58134724	ENSG00000213762	P52741	ZNF134	Zinc finger protein 134	ZNF134	ZN134	P52741	ZNF134.12787.47.3
19	58469805	58485902	ENSG00000177025	Q8NEA5	C19orf18	Uncharacterized protein C19orf18	C19orf18	CS018	Q8NEA5	C19orf18.9445.44.3
19	58637619	58666477	ENSG00000181894	Q86UD4	ZNF329	Zinc finger protein 329	ZNF329	ZN329	Q86UD4	ZNF329.12803.9.3
19	59073298	59084942	ENSG00000099326	P28698	MZF1	Myeloid zinc finger 1	MZF1	MZF1	P28698	MZF1.14662.6.3
2	264140	278283	ENSG00000143727	P24666	ACP1	Low molecular weight phosphotyrosine protein phosphatase	ACP1	PPAC	P24666	ACP1.3858.5.1
2	279558	288851	ENSG00000189292	Q6UX46	FAM150B	Protein FAM150B	FAM150B	F150B	Q6UX46	FAM150B.6284.7.3
2	1377995	1547483	ENSG00000115705	P07202	TPO	Thyroid peroxidase	TPO	TMA	P07202	TPO.3873.51.2
2	3592383	3606206	ENSG00000171865	O60930	RNASEH1	Ribonuclease H1	RNASEH1	RNase H1	O60930	RNASEH1.8470.213.3
2	3622795	3628509	ENSG00000171863	P62081	RPS7	40S ribosomal protein S7	RPS7	RS7	P62081	RPS7.3864.5.2
2	3642426	3692048	ENSG00000118004	Q9BWP8	COLEC11	Collectin-11	COLEC11	Collectin Kidney 1	Q9BWP8	COLEC11.4430.44.3
2	8818975	8824583	ENSG00000115738	Q02363	ID2	DNA-binding protein inhibitor ID-2	ID2	ID2	Q02363	ID2.9426.73.3
2	9346894	9545812	ENSG00000151693	O43150	ASAP2	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2	ASAP2	ASAP2	O43150	ASAP2.13518.5.3
2	9724101	9771143	ENSG00000134308	P27348	YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,SFN	14-3-3 protein family	YWHAQ	14/03/2003	P27348,P31946,P31947,P61981,P62258,P63104,Q04917	YWHAB.YWHAE.YWHAG.YWHAH.YWHAQ.YWHAZ.SFN.4707.50.2
2	9724101	9771143	ENSG00000134308	P27348	YWHAQ	14-3-3 protein theta	YWHAQ	14-3-3 protein theta	P27348	YWHAQ.7625.27.3
2	10580094	10588630	ENSG00000115758	P11926	ODC1	Ornithine decarboxylase	ODC1	Ornithine decarboxylase	P11926	ODC1.13689.2.3
2	11052063	11054350	ENSG00000162975	Q9H3M0	KCNF1	Potassium voltage-gated channel subfamily F member 1	KCNF1	KCNF1	Q9H3M0	KCNF1.12834.3.3
