Sequence ID	Full Name	Target Name	UniProt ID	Entrez Gene Name
31700-132	Carnitine O-palmitoyltransferase 2, mitochondrial	CPT2	P23786	CPT2
31702-1	Fatty aldehyde dehydrogenase	AL3A2	P51648	ALDH3A2
31703-68	Protein fuzzy homolog	FUZZY	Q9BT04	FUZ
31705-216	LBH domain-containing protein 1	LBHD1	Q9BQE6	LBHD1
31707-1	PDZ and LIM domain protein 7	PDLI7	Q9NR12	PDLIM7
3171-57	Amyloid beta A4 protein	amyloid precursor protein	P05067	APP
31710-127	Zinc finger protein 205	ZN205	O95201	ZNF205
31713-317	Oxysterol-binding protein-related protein 2	OSBL2	Q9H1P3	OSBPL2
31714-109	60S ribosomal protein L8	RL8	P62917	RPL8
31716-114	Uncharacterized protein C14orf119	CN119	Q9NWQ9	C14orf119
31717-4	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma	P2R3C	Q969Q6	PPP2R3C
31718-103	39S ribosomal protein L46, mitochondrial	RM46	Q9H2W6	MRPL46
31719-7	Zinc finger protein 691	ZN691	Q5VV52	ZNF691
3172-28	Arylsulfatase B	ARSB	P15848	ARSB
31720-40	Melanoma-associated antigen D2	MAGE-D2	Q9UNF1	MAGED2
31721-47	Selenide, water dikinase 2	SPS2	Q99611	SEPHS2
31722-1	Protein RRNAD1	RRNAD	Q96FB5	METTL25B
31724-29	MOB kinase activator 3A	MOB3A	Q96BX8	MOB3A
31725-21	tRNA wybutosine-synthesizing protein 4	TYW4	O60294	LCMT2
31726-23	Leucine-rich repeat-containing protein 51	LRC51	Q96E66	LRRC51 | LRTOMT
3173-49	N-acylethanolamine-hydrolyzing acid amidase	ASAHL	Q02083	NAAA
31730-6	Mediator of RNA polymerase II transcription subunit 21	MED21	Q13503	MED21
31732-11	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial	NDUV3	P56181	NDUFV3
31733-46	Transcription factor NF-E2 45 kDa subunit	NFE2	Q16621	NFE2
31735-28	Palmitoyltransferase ZDHHC12	ZDH12	Q96GR4	ZDHHC12
31736-94	ORM1-like protein 2	ORML2	Q53FV1	ORMDL2
31737-9	Interferon-stimulated gene 20 kDa protein	ISG20	Q96AZ6	ISG20
31738-11	Protein NipSnap3A	NPS3A	Q9UFN0	NIPSNAP3A
31739-83	Trans-Golgi network integral membrane protein 2	TGON2	O43493	TGOLN2
3174-2	A disintegrin and metalloproteinase with thrombospondin motifs 1	ATS1	Q9UHI8	ADAMTS1
31740-27	Leucine-rich repeat-containing protein 39	LRC39	Q96DD0	LRRC39
31741-34	Putative monooxygenase p33MONOX	P33MX	Q96A73	KIAA1191
31742-90	Target of EGR1 protein 1	TOE1	Q96GM8	TOE1
31743-18	Ras-related protein Rab-25	RAB25	P57735	RAB25
31744-5	Transmembrane protein 41A	TM41A	Q96HV5	TMEM41A
31745-6	Regulator of chromosome condensation	RCC1	P18754	RCC1
31747-2	R3H domain-containing protein 4	R3HD4	Q96D70	R3HDM4
31748-18	FK506-binding protein 10	FKB10	Q96AY3	FKBP10
31749-52	Protein FAM114A2	F1142	Q9NRY5	FAM114A2
3175-51	A disintegrin and metalloproteinase with thrombospondin motifs 13	ATS13	Q76LX8	ADAMTS13
31750-58	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	ECHD3	Q96DC8	ECHDC3
31751-36	U11/U12 small nuclear ribonucleoprotein 35 kDa protein	U1SBP	Q16560	SNRNP35
31752-49	Thymocyte selection-associated high mobility group box protein TOX	TOX	O94900	TOX
31754-27	Splicing factor 3A subunit 3	SF3A3	Q12874	SF3A3
31756-49	rRNA methyltransferase 3, mitochondrial	RMTL1	Q9HC36	MRM3
31757-4	snRNA-activating protein complex subunit 2	SNPC2	Q13487	SNAPC2
31758-12	DnaJ homolog subfamily A member 3, mitochondrial	DNJA3	Q96EY1	DNAJA3
31759-9	Trafficking kinesin-binding protein 1	TRAK1	Q9UPV9	TRAK1
31760-58	ELL-associated factor 2	EAF2	Q96CJ1	EAF2
31762-30	BAX protein, cytoplasmic isoform delta	BAXD	Q07812	BAX
31763-35	Zinc finger protein 385A	Z385A	Q96PM9	ZNF385A
31764-34	Glycerophosphoinositol inositolphosphodiesterase GDPD2	GDPD2	Q9HCC8	GDPD2
31766-198	Mas-related G-protein coupled receptor member F	MRGRF	Q96AM1	MRGPRF
31768-10	Placental protein 13-like	PPL13	Q8TCE9	LGALS14
3177-49	Carbonic anhydrase 4	Carbonic Anhydrase IV	P22748	CA4
3178-5	Dipeptidyl peptidase 1	CATC	P53634	CTSC
3179-51	Lysosomal protective protein	Cathepsin A	P10619	CTSA
31792-48	Probable ATP-dependent RNA helicase DDX47	DDX47	Q9H0S4	DDX47
3181-50	Cathepsin S	Cathepsin S	P25774	CTSS
31810-45	Receptor expression-enhancing protein 3	REEP3	Q6NUK4	REEP3
31813-11	Pepsinogen II	Pepsinogen II	P20142	PGC
3182-38	Ectonucleoside triphosphate diphosphohydrolase 1	CD39	P49961	ENTPD1
3184-25	Coagulation factor VII	Coagulation Factor VII	P08709	F7
3186-2	Complement C2	C2	P06681	C2
31863-6	RNA-binding protein 5	RBM5	P52756	RBM5
3187-52	Cysteine-rich secretory protein 3	CRIS3	P54108	CRISP3
31876-5	Ubiquitin carboxyl-terminal hydrolase 38	UBP38	Q8NB14	USP38
31877-21	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like	DUS1L	Q6P1R4	DUS1L
31878-11	Josephin-2	JOS2	Q8TAC2	JOSD2
31880-24	Secretion-regulating guanine nucleotide exchange factor	SRGEF	Q9UGK8	SERGEF
31881-16	Chromatin assembly factor 1 subunit A	CAF1A	Q13111	CHAF1A
31882-115	Serine-threonine kinase receptor-associated protein	STRAP	Q9Y3F4	STRAP
31883-13	Myotonin-protein kinase	DMPK	Q09013	DMPK
31884-27	Synaptonemal complex protein 3	SYCP3	Q8IZU3	SYCP3
31886-14	Coiled-coil domain-containing protein 58	CCD58	Q4VC31	MIX23
31887-2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	SMCE1	Q969G3	SMARCE1
31889-20	D-glutamate cyclase, mitochondrial	GLUCM	Q7Z3D6	DGLUCY
3189-61	Enteropeptidase	Enterokinase	P98073	TMPRSS15
31892-9	Parafibromin	CDC73	Q6P1J9	CDC73
31893-27	Tripartite motif-containing protein 13	TRI13	O60858	TRIM13
31894-3	THO complex subunit 7 homolog	THOC7	Q6I9Y2	THOC7
31895-1	Ankyrin repeat and SOCS box protein 7	ASB7	Q9H672	ASB7
31897-32	Protein arginine N-methyltransferase 9	ANM9	Q6P2P2	PRMT9
31898-36	Zinc finger protein 784	ZN784	Q8NCA9	ZNF784
31900-2	Receptor expression-enhancing protein 1	REEP1	Q9H902	REEP1
31901-36	UDP-glucuronosyltransferase 3A1	UD3A1	Q6NUS8	UGT3A1
31902-88	Hormone-sensitive lipase	LIPS	Q05469	LIPE
31903-4	WD repeat-containing protein 55	WDR55	Q9H6Y2	WDR55
31904-221	Large subunit GTPase 1 homolog	LSG1	Q9H089	LSG1
31905-18	Muskelin	MKLN1	Q9UL63	MKLN1
31907-8	Short palate, lung and nasal epithelium carcinoma-associated protein 3	SPLC3	Q9BQP9	BPIFA3
31908-52	ATP synthase mitochondrial F1 complex assembly factor 1	ATPF1	Q5TC12	ATPAF1
3191-50	WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1	WFKN1	Q96NZ8	WFIKKN1
31910-15	Golgi reassembly-stacking protein 1	GORS1	Q9BQQ3	GORASP1
31911-1	60S ribosomal protein L7-like 1	RL7L	Q6DKI1	RPL7L1
31912-48	Cytochrome P450 2C18	CP2CI	P33260	CYP2C18
31913-42	Sodium/bile acid cotransporter	NTCP	Q14973	SLC10A1
31914-102	Cyclin D2	Cyclin D2	P30279	CCND2
31915-2	Acid-sensing ion channel 2	ASIC2	Q16515	ASIC2
31916-35	ATP-dependent RNA helicase DQX1	DQX1	Q8TE96	DQX1
31917-6	ADP-ribosylation factor-related protein 1	ARFRP	Q13795	ARFRP1
31918-65	Carboxylesterase 2	EST2	O00748	CES2
31919-27	Ran-binding protein 10	RBP10	Q6VN20	RANBP10
3192-3	Cytosolic non-specific dipeptidase	Glutamate carboxypeptidase	Q96KP4	CNDP2
31920-24	Mpv17-like protein 2	M17L2	Q567V2	MPV17L2
31921-169	Nuclear pore glycoprotein p62	nucleoporin 62kDa	P37198	NUP62
31923-6	N(6)-adenine-specific methyltransferase METTL4	METL4	Q8N3J2	METTL4
31924-38	Coronin-1A	COR1A	P31146	CORO1A
31925-2	Down syndrome critical region protein 3	DSCR3	O14972	VPS26C
31926-123	T-box transcription factor TBX19	TBX19	O60806	TBX19
31927-14	CBY1-interacting BAR domain-containing protein 2	CBAR2	Q6ZTR7	CIBAR2
31928-6	Kelch-like protein 31	KLH31	Q9H511	KLHL31
31929-72	28S ribosomal protein S29, mitochondrial	RT29	P51398	DAP3
31930-220	Acyl-coenzyme A thioesterase THEM5	THEM5	Q8N1Q8	THEM5
31931-55	Putative tRNA pseudouridine synthase Pus10	PUS10	Q3MIT2	PUS10
31932-34	Keratinocyte-associated protein 3	KCP3	Q53RY4	KRTCAP3
31933-109	Methylmalonic aciduria type A protein, mitochondrial	MMAA	Q8IVH4	MMAA
31934-7	Protein FAM78B	FA78B	Q5VT40	FAM78B
31935-6	Cytoplasmic tRNA 2-thiolation protein 2	CTU2	Q2VPK5	CTU2
31936-20	Transmembrane and coiled-coil domain-containing protein 2	TMCO2	Q7Z6W1	TMCO2
31937-26	Adaptin ear-binding coat-associated protein 1	NECP1	Q8NC96	NECAP1
31938-13	Tubulin gamma-2 chain	TBG2	Q9NRH3	TUBG2
3194-36	Platelet glycoprotein VI	GPVI	Q9HCN6	GP6
31940-62	Vitamin D 25-hydroxylase	CP2R1	Q6VVX0	CYP2R1
31941-51	ER membrane protein complex subunit 7	EMC7	Q9NPA0	EMC7
31942-85	Prokineticin receptor 2	PKR2	Q8NFJ6	PROKR2
31943-22	Gem-associated protein 2	GEMI2	O14893	GEMIN2
31944-1	Mediator of RNA polymerase II transcription subunit 9	MED9	Q9NWA0	MED9
31945-29	Probable G-protein coupled receptor 150	GP 150	Q8NGU9	GPR150
31946-71	Homeobox protein Nkx-3.2	NKX32	P78367	NKX3-2
31948-28	Low-density lipoprotein receptor-related protein 5-like protein	LRP5L	A4QPB2	LRP5L
31949-14	PR domain zinc finger protein 12	PRD12	Q9H4Q4	PRDM12
3195-50	Granulysin	Granulysin	P22749	GNLY
31950-32	5-azacytidine-induced protein 2	AZI2	Q9H6S1	AZI2
31951-1	Uncharacterized protein C8orf74	CH074	Q6P047	C8orf74
31952-100	Transmembrane protein 182	TM182	Q6ZP80	TMEM182
31953-260	Aryl hydrocarbon receptor nuclear translocator 2	ARNT2	Q9HBZ2	ARNT2
31954-244	Forkhead box protein D4-like 1	FX4L1	Q9NU39	FOXD4L1
31955-20	TBC1 domain family member 4	TBCD4	O60343	TBC1D4
31956-20	Uncharacterized protein C19orf44	CS044	Q9H6X5	C19orf44
31957-1	RBBP8 N-terminal-like protein	RB8NL	Q8NC74	RBBP8NL
31958-70	RAS guanyl-releasing protein 1	GRP-1	O95267	RASGRP1
3196-6	Hyaluronan and proteoglycan link protein 1	HPLN1	P10915	HAPLN1
31960-34	Transmembrane protein 268	TM268	Q5VZI3	TMEM268
31961-22	Ran-binding protein 9	RANB9	Q96S59	RANBP9
31962-5	Mitogen-activated protein kinase kinase kinase 15	M3K15	Q6ZN16	MAP3K15
31963-104	Bcl-2-binding component 3	BBC3	Q9BXH1	BBC3
31965-273	Acyl-coenzyme A synthetase ACSM4, mitochondrial	ACSM4	P0C7M7	ACSM4
31966-4	Retrotransposon Gag-like protein 5	RTL5	Q5HYW3	RTL5
31967-42	Uncharacterized protein KIAA0930	K0930	Q6ICG6	KIAA0930
31968-25	Cytochrome P450 2A7	CP2A7	P20853	CYP2A7
31969-53	Mirror-image polydactyly gene 1 protein	MIPO1	Q8TD10	MIPOL1
3197-70	Insulin-degrading enzyme	IDE	P14735	IDE
31972-93	Cytochrome P450 26C1	CP26C	Q6V0L0	CYP26C1
31973-16	Tetratricopeptide repeat protein 39B	TT39B	Q5VTQ0	TTC39B
31974-47	PRA1 family protein 2	PRAF2	O60831	PRAF2
31978-11	POTE ankyrin domain family member F	POTEF	A5A3E0	POTEF
31979-48	Coiled-coil domain-containing protein 88B	CC88B	A6NC98	CCDC88B
3198-4	Iduronate 2-sulfatase	IDS	P22304	IDS
31981-49	Rho GTPase-activating protein 32	RHG32	A7KAX9	ARHGAP32
31982-8	Protein FAM227A	F227A	F5H4B4	FAM227A
31983-9	Golgin subfamily A member 6-like protein 22	GG6LV	H0YM25	GOLGA6L22
31984-2	Exocyst complex component 5	EXOC5	O00471	EXOC5
31985-1	Acetyl-CoA carboxylase 2	ACACB	O00763	ACACB
31986-1	Citron Rho-interacting kinase	CTRO	O14578	CIT
31987-51	AP-3 complex subunit delta-1	AP3D1	O14617	AP3D1
31988-65	RANBP2-like and GRIP domain-containing protein 8	RGPD8	O14715	RGPD8
31989-22	Serine/threonine-protein kinase RIO3	RIOK3	O14730	RIOK3
3199-54	Kallikrein-12	kallikrein 12	Q9UKR0	KLK12
31991-8	ERC protein 2	ERC2	O15083	ERC2
31992-4	Zinc finger protein 185	ZN185	O15231	ZNF185
31993-1	Band 4.1-like protein 2	E41L2	O43491	EPB41L2
31996-11	Kalirin RhoGEF	KALRN	O60229	KALRN
31997-1	Leucine zipper putative tumor suppressor 3	LZTS3	O60299	LZTS3
31998-10	Germinal-center associated nuclear protein	GANP	O60318	MCM3AP
31999-48	Periplakin	Periplakin	O60437	PPL
3200-49	Kallikrein-13	kallikrein 13	Q9UKR3	KLK13
32000-6	Eukaryotic translation initiation factor 5B	IF2P	O60841	EIF5B
32001-11	Putative tyrosine-protein phosphatase auxilin	AUXI	O75061	DNAJC6
32002-28	NEDD4-binding protein 1	N4BP1	O75113	N4BP1
32005-41	filamin B	filamin B	O75369	FLNB
32006-81	GRB10-interacting GYF protein 1	GGYF1	O75420	GIGYF1
32009-7	Cyclin-dependent kinase-like 5	CDKL5	O76039	CDKL5
3201-49	Kallikrein-5	kallikrein 5	Q9Y337	KLK5
32012-68	Alpha-2-macroglobulin	a2-Macroglobulin	P01023	A2M
32015-53	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH, liver	P04406	GAPDH
32016-63	Argininosuccinate lyase	ARLY	P04424	ASL
32018-21	Integrin beta-3	Integrin beta-3	P05106	ITGB3
32019-2	Propionyl-CoA carboxylase beta chain, mitochondrial	PCCB	P05166	PCCB
3202-28	Kremen protein 2	KREM2	Q8NCW0	KREMEN2
32020-67	Glucose-6-phosphate isomerase	PHI	P06744	GPI
32021-16	Involucrin	INVO	P07476	IVL
32022-26	Fructose-bisphosphate aldolase C	aldolase C	P09972	ALDOC
32023-31	Keratin, type I cytoskeletal 15	K1C15	P19012	KRT15
32024-140	5-aminolevulinate synthase, erythroid-specific, mitochondrial	HEM0	P22557	ALAS2
32027-16	Microtubule-associated protein 4	MAP4	P27816	MAP4
32030-5	Myosin heavy chain, nonmuscle IIa	Myosin-9	P35579	MYH9
32031-18	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta	PDE6B	P35913	PDE6B
32032-45	Malate dehydrogenase, cytoplasmic	MDHC	P40925	MDH1
32033-46	Malate dehydrogenase, mitochondrial	Malate dehydrogenase 2	P40926	MDH2
32034-83	Adapter molecule crk	CRK	P46108	CRK
32037-4	N-acylglucosamine 2-epimerase	RENBP	P51606	RENBP
32039-1	Epiplakin	EPIPL	P58107	EPPK1
3204-2	Leukotriene A-4 hydrolase	LKHA4	P09960	LTA4H
32040-17	60S ribosomal protein L10a	RL10A	P62906	RPL10A
32041-17	Neuron-specific calcium-binding protein hippocalcin	HPCA	P84074	HPCA
32043-9	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	HMCS1	Q01581	HMGCS1
32045-164	Calmodulin-regulated spectrin-associated protein 1-like protein 1	CA1L1	Q08AD1	CAMSAP2
32046-8	Kinesin-like protein KIF1A	KIF1A	Q12756	KIF1A
32047-27	Disks large homolog 1	DLG1	Q12959	DLG1
32048-3	Transcriptional repressor NF-X1	NFX1	Q12986	NFX1
32049-21	E3 ubiquitin-protein ligase CBL-B	CBLB	Q13191	CBLB
32051-11	Cytoplasmic dynein 1 intermediate chain 2	DC1I2	Q13409	DYNC1I2
32053-50	Calcium/calmodulin-dependent protein kinase type II subunit gamma	KCC2G	Q13555	CAMK2G
32054-1	Cytoskeleton-associated protein 5	CKAP5	Q14008	CKAP5
32055-9	Protein scribble homolog	SCRIB	Q14160	SCRIB
32056-23	Dynein heavy chain, cytosolic	DYHC	Q14204	DYNC1H1
32057-5	Guanine nucleotide-binding protein alpha-13 subunit	GNA13	Q14344	GNA13
32058-10	Putative heat shock protein HSP 90-alpha A2	HS902	Q14568	HSP90AA2P
3206-4	Lymphatic vessel endothelial hyaluronic acid receptor 1	LYVE1	Q9Y5Y7	LYVE1
32060-30	KN motif and ankyrin repeat domain-containing protein 1	KANK1	Q14678	KANK1
32062-212	Shugoshin 2	SGO2	Q562F6	SGO2
32063-195	Coiled-coil domain-containing protein 6	CCDC6	Q16204	CCDC6
32064-41	Protein Shroom1	SHRM1	Q2M3G4	SHROOM1
32065-5	DNA excision repair protein ERCC-6-like	ERC6L	Q2NKX8	ERCC6L
32066-18	Coiled-coil domain-containing protein 57	CCD57	Q2TAC2	CCDC57
32067-5	Neuroblastoma breakpoint family member 1	NBPF1	Q3BBV0	NBPF1
32069-26	Taperin	TPRN	Q4KMQ1	TPRN
32072-7	Putative heat shock protein HSP 90-beta 4	H90B4	Q58FF6	HSP90AB4P
32074-3	Fibrous sheath-interacting protein 2	FSIP2	Q5CZC0	FSIP2
32077-335	N-acetyltransferase ESCO1	ESCO1	Q5FWF5	ESCO1
3208-2	Matrilin-3	MATN3	O15232	MATN3
32080-37	Sickle tail protein homolog	SKT	Q5T5P2	KIAA1217
32081-10	Cilia- and flagella-associated protein 58	CFA58	Q5T655	CFAP58
32083-7	Rootletin	CROCC	Q5TZA2	CROCC
32088-2	Zinc finger protein 746	ZN746	Q6NUN9	ZNF746
3209-68	Matrix extracellular phosphoglycoprotein	MEPE	Q9NQ76	MEPE
3209-69	Matrix extracellular phosphoglycoprotein	MEPE	Q9NQ76	MEPE
32092-15	POTE ankyrin domain family member E	POTEE	Q6S8J3	POTEE
32093-2	Ubinuclein-2	UBN2	Q6ZU65	UBN2
32094-18	Storkhead-box protein 1	STOX1	Q6ZVD7	STOX1
32095-34	Inactive ubiquitin carboxyl-terminal hydrolase 53	UBP53	Q70EK8	USP53
32096-15	Elongation factor-like GTPase 1	EFL1	Q7Z2Z2	EFL1
32097-11	Piwi-like protein 3	PIWL3	Q7Z3Z3	PIWIL3
32098-66	Nuclear fragile X mental retardation-interacting protein 2	NUFP2	Q7Z417	NUFIP2
32099-30	CLIP-associating protein 1	CLAP1	Q7Z460	CLASP1
3210-1	Methionine aminopeptidase 1	METAP1	P53582	METAP1
32100-173	Wings apart-like protein homolog	WAPL	Q7Z5K2	WAPL
32101-110	Serologically defined colon cancer antigen 8	SDCG8	Q86SQ7	SDCCAG8
32103-12	Pleckstrin homology-like domain family B member 1	PHLB1	Q86UU1	PHLDB1
32107-2	Protein O-mannosyl-transferase TMTC1	TMTC1	Q8IUR5	TMTC1
32108-2	Neuron navigator 2	NAV2	Q8IVL1	NAV2
32111-7	EF-hand calcium-binding domain-containing protein 13	EFC13	Q8IY85	EFCAB13
32112-15	Coiled-coil domain-containing protein 170	CC170	Q8IYT3	CCDC170
32116-33	Protein BANP	BANP	Q8N9N5	BANP
32117-18	Golgin subfamily A member 6-like protein 2	GG6L2	Q8N9W4	GOLGA6L2
32119-39	Kinesin-like protein KIF18A	KI18A	Q8NI77	KIF18A
3212-30	Neutral ceramidase	ASAH2	Q9NR71	ASAH2
32120-4	F-box only protein 30	FBX30	Q8TB52	FBXO30
32127-14	GTPase IMAP family member 2	GIMA2	Q9UG22	GIMAP2
32129-139	Uncharacterized protein KIAA0232	K0232	Q92628	KIAA0232
3213-65	Nidogen-1	Nidogen	P14543	NID1
32131-34	Pre-B-cell leukemia transcription factor-interacting protein 1	PBIP1	Q96AQ6	PBXIP1
32135-35	Ubiquitin carboxyl-terminal hydrolase 47	UBP47	Q96K76	USP47
32136-2	Coiled-coil domain-containing protein 74B	CC74B	Q96LY2	CCDC74B
3214-3	Neuropilin-1	NRP1	O14786	NRP1
32141-1	Sodium channel protein type 2 subunit alpha	SCN2A	Q99250	SCN2A
32142-44	PHD finger protein 20	PHF20	Q9BVI0	PHF20
32150-29	Neuroblastoma breakpoint family member 3	NBPF3	Q9H094	NBPF3
32151-17	Guanylate-binding protein 3	GBP3	Q9H0R5	GBP3
32152-8	Pinin	PININ	Q9H307	PNN
32154-4	Proline-serine-threonine phosphatase-interacting protein 2	PPIP2	Q9H939	PSTPIP2
32155-99	Actin-related protein 5	ARP5	Q9H9F9	ACTR5
32157-78	UPF0606 protein KIAA1549	K1549	Q9HCM3	KIAA1549
32158-31	RNA-binding protein 28	RBM28	Q9NW13	RBM28
32159-30	Uncharacterized protein C9orf39	CI039	Q9NXG0	CNTLN
3216-2	Polymeric immunoglobulin receptor	PIGR	P01833	PIGR
32161-2	Intersectin-2	ITSN2	Q9NZM3	ITSN2
32162-15	Protein Daple	DAPLE	Q9P219	CCDC88C
32163-28	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2	NYAP2	Q9P242	NYAP2
32164-1	Rho GTPase-activating protein 20	RHG20	Q9P2F6	ARHGAP20
3217-74	Glia-derived nexin	Protease nexin I	P07093	SERPINE2
3218-8	Glutamate carboxypeptidase 2	PSMA	Q04609	FOLH1
3220-40	Proto-oncogene tyrosine-protein kinase receptor Ret	RET	P07949	RET
3221-54	Secreted frizzled-related protein 1	SARP-2	Q8N474	SFRP1
3222-11	Semaphorin-3A	Semaphorin 3A	Q14563	SEMA3A
3232-28	Tartrate-resistant acid phosphatase type 5	TrATPase	P13686	ACP5
3234-23	Coiled-coil domain-containing protein 80	URB	Q76M96	CCDC80
3235-50	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	WFKN2	Q8TEU8	WFIKKN2
3236-12	Glycogen synthase kinase-3 beta	GSK-3 beta	P49841	GSK3B
32363-3	2-hydroxyacyl-CoA lyase 2	HACL2	A1L0T0	ILVBL
32369-46	Retinoic acid receptor RXR-gamma	RXRG	P48443	RXRG
32371-2	DnaJ homolog subfamily C member 7	DNJC7	Q99615	DNAJC7
32372-26	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	FABD	Q8IVS2	MCAT
32375-76	Dehydrogenase/reductase SDR family member 1	DHRS1	Q96LJ7	DHRS1
32388-21	RNA pseudouridylate synthase domain-containing protein 2	RUSD2	Q8IZ73	RPUSD2
32393-14	Beta-sarcoglycan	SGCB	Q16585	SGCB
32408-26	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	CQ10B	Q9H8M1	COQ10B
32422-10	Zinc finger MYND domain-containing protein 12	ZMY12	Q9H0C1	ZMYND12
32423-86	Dynein axonemal assembly factor 1	DAAF1	Q8NEP3	DNAAF1
32428-15	Transmembrane protein 163	TM163	Q8TC26	TMEM163
32437-65	Intraflagellar transport protein 52 homolog	IFT52	Q9Y366	IFT52
32449-83	Fanconi anemia core complex-associated protein 24	FAP24	Q9BTP7	FAAP24
32456-99	Vacuolar protein sorting-associated protein 45	VPS45	Q9NRW7	VPS45
32459-4	Ras association domain-containing protein 8	RASF8	Q8NHQ8	RASSF8
32463-6	Coiled-coil domain-containing protein 117	CC117	Q8IWD4	CCDC117
32464-22	Dynein regulatory complex subunit 7	DRC7	Q8IY82	DRC7
32473-6	Claudin domain-containing protein 2	CLDN2	Q8NHS1	CLDND2
32480-11	COX-1	COX-1	P23219	PTGS1
32481-81	PAK4-inhibitor INKA2	INKA2	Q9NTI7	INKA2
32486-100	Uncharacterized protein C11orf42	CK042	Q8N5U0	C11orf42
32487-23	Uncharacterized protein C1orf87	CA087	Q8N0U7	C1orf87
32498-81	Vacuolar ATP synthase subunit H	VATH	Q9UI12	ATP6V1H
32544-128	RIB43A-like with coiled-coils protein 1	RIBC1	Q8N443	RIBC1
32550-61	39S ribosomal protein L43, mitochondrial	RM43	Q8N983	MRPL43
32551-1	Protein FAM73B	FA73B	Q7L4E1	MIGA2
32564-203	Inactive rhomboid protein 1	RHDF1	Q96CC6	RHBDF1
32566-18	Syntaxin-5	STX5	Q13190	STX5
32567-30	Mediator of RNA polymerase II transcription subunit 15	MED15	Q96RN5	MED15
32570-1	Regulator of nonsense transcripts 3A	REN3A	Q9H1J1	UPF3A
32572-14	Hsp90 co-chaperone Cdc37-like 1	CD37L	Q7L3B6	CDC37L1
32576-80	Lysosomal cobalamin transport escort protein LMBD1	LMBD1	Q9NUN5	LMBRD1
32577-116	Centromere protein H	CENPH	Q9H3R5	CENPH
32580-74	RRP15-like protein	RRP15	Q9Y3B9	RRP15
32585-3	Placenta-specific protein 1	PLAC1	Q9HBJ0	PLAC1
32586-47	Proteasome maturation protein	POMP	Q9Y244	POMP
32587-29	Conserved oligomeric Golgi complex subunit 2	COG2	Q14746	COG2
32588-31	Protein-associating with the carboxyl-terminal domain of ezrin	PACE1	Q8IZE3	SCYL3
32590-10	Syntaxin-binding protein 1	STXB1	P61764	STXBP1
32592-60	Epithelial splicing regulatory protein 2	ESRP2	Q9H6T0	ESRP2
32594-10	Protein RUFY3	RUFY3	Q7L099	RUFY3
32597-20	Somatostatin receptor type 2	SSR2	P30874	SSTR2
32615-9	WD repeat-containing protein 44	WDR44	Q5JSH3	WDR44
32617-14	Ras-GEF domain-containing family member 1A	RGF1A	Q8N9B8	RASGEF1A
32620-66	Mitochondria-eating protein	MIEAP	Q8TC71	SPATA18
32623-9	Cancer/testis antigen family 45 member A5	CT455	P0DMU8	CT45A5
32630-24	Rabphilin-3A	RP3A	Q9Y2J0	RPH3A
32633-59	Pleckstrin homology domain-containing family C member 1	PKHC1	Q96AC1	FERMT2
32636-3	Sorting nexin-21	SNX21	Q969T3	SNX21
32645-42	Vacuolar protein-sorting-associated protein 36	VPS36	Q86VN1	VPS36
32648-65	ATP-dependent RNA helicase DDX55	DDX55	Q8NHQ9	DDX55
32650-24	Armadillo repeat-containing protein 12	ARM12	Q5T9G4	ARMC12
32651-41	Src kinase-associated phosphoprotein 2	SKAP2	O75563	SKAP2
32652-172	DNA replication licensing factor MCM4	MCM4	P33991	MCM4
32656-16	Uncharacterized protein C10orf82	CJ082	Q8WW14	C10orf82
32657-81	T-complex-associated testis-expressed protein 1	TCTE1	Q5JU00	TCTE1
32667-23	Potassium channel subfamily K member 17	KCNKH	Q96T54	KCNK17
32668-40	Thiamine transporter 2	S19A3	Q9BZV2	SLC19A3
32669-36	DENN domain-containing protein 1C	DEN1C	Q8IV53	DENND1C
32673-55	Leucine-rich repeat-containing protein 23	LRC23	Q53EV4	LRRC23
32674-57	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2	3BHS2	P26439	HSD3B2
32683-66	Epidermal retinol dehydrogenase 2	RDHE2	Q8N3Y7	SDR16C5
32684-3	3'-5' exoribonuclease 1	ERI1	Q8IV48	ERI1
32685-35	Leucine-rich alpha-2-glycoprotein	LRG	P02750	LRG1
32687-11	Prolyl 3-hydroxylase OGFOD1	OGFD1	Q8N543	OGFOD1
32689-33	Vacuolar fusion protein MON1 homolog B	MON1B	Q7L1V2	MON1B
32692-18	Methyltransferase-like protein 27	MET27	Q8N6F8	METTL27
32693-10	Testis-expressed protein 26	TEX26	Q8N6G2	TEX26
