"seqid"	"somaid"	"target"	"targetfull"	"chr"	"start"	"end"	"entrezgenesymbol"	"entrezgeneid"	"uniprotid"	"pathways_wiki"	"pathways_pid"	"pathways_uni"	"pathways_reactome"	"pathways_studio"	"ipa_drugs"	"ipa_applications"	"uniprotcomment"	"locus"	"network"
"5134-52_2"	"SL007547"	"TIMD3"	"Hepatitis A virus cellular receptor 2"	"5"	"157085832"	"157142869"	"HAVCR2"	"84868"	"Q8TDQ0"	""	""	""	"Interleukin-2 signaling"	""	""	"unspecified application"	"Cell surface receptor implicated in modulating innate and adaptive immune responses. Generally accepted to have an inhibiting function. Reports on stimulating functions suggest that the activity may be influenced by the cellular context and/or the respective ligand (PubMed:24825777). Regulates macrophage activation (PubMed:11823861). Inhibits T-helper type 1 lymphocyte (Th1)-mediated auto- and alloimmune responses and promotes immunological tolerance (PubMed:14556005). In CD8+ cells attenuates TCR-induced signaling, specifically by blocking NF-kappaB and NFAT promoter activities resulting in the loss of IL-2 secretion. The function may implicate its association with LCK proposed to impair phosphorylation of TCR subunits, and/or LGALS9-dependent recruitment of PTPRC to the immunological synapse (PubMed:24337741, PubMed:26492563). In contrast, shown to activate TCR-induced signaling in T cells probably implicating ZAP70, LCP2, LCK and FYN (By similarity). Expressed on Treg cells can inhibit Th17 cell responses (PubMed:24838857). Receptor for LGALS9 (PubMed:16286920, PubMed:24337741). Binding to LGALS9 is believed to result in suppression of T cell responses; the resulting apoptosis of antigen-specific cells may implicate HAVCR2 phosphorylation and disruption of its association with BAG6. Binding to LGALS9 is proposed to be involved in innate immune response to intracellular pathogens. Expressed on Th1 cells interacts with LGALS9 expressed on Mycobacterium tuberculosis-infected macrophages to stimulate antibactericidal activity including IL-1 beta secretion and to restrict intracellular bacterial growth (By similarity). However, the function as receptor for LGALS9 has been challenged (PubMed:23555261). Also reported to enhance CD8+ T cell responses to an acute infection such as by Listeria monocytogenes (By similarity). Receptor for phosphatidylserine (PtSer); PtSer-binding is calcium-dependent. May recognize PtSer on apoptotic cells leading to their phagocytosis. Mediates the engulfment of apoptotic cells by dendritic cells. Expressed on T cells, promotes conjugation but not engulfment of apoptotic cells. Expressed on dendritic cells (DCs) positively regulates innate immune response and in synergy with Toll-like receptors promotes secretion of TNF-alpha. In tumor-imfiltrating DCs suppresses nucleic acid-mediated innate immune repsonse by interaction with HMGB1 and interfering with nucleic acid-sensing and trafficking of nucleid acids to endosomes (By similarity). Expressed on natural killer (NK) cells acts as a coreceptor to enhance IFN-gamma production in response to LGALS9 (PubMed:22323453). In contrast, shown to suppress NK cell-mediated cytotoxicity (PubMed:22383801). Negatively regulates NK cell function in LPS-induced endotoxic shock (By similarity)."	"101"	"TRUE"
"5138-50_3"	"SL004366"	"TWEAKR"	"Tumor necrosis factor receptor superfamily member 12A"	"16"	"3018445"	"3022383"	"TNFRSF12A"	"51330"	"Q9NP84"	"TWEAK Signaling Pathway"	""	""	""	""	""	""	"Receptor for TNFSF12/TWEAK. Weak inducer of apoptosis in some cell types. Promotes angiogenesis and the proliferation of endothelial cells. May modulate cellular adhesion to matrix proteins."	""	"TRUE"
"5139-32_3"	"SL005230"	"UNC5H3"	"Netrin receptor UNC5C"	"4"	"95162504"	"95549206"	"UNC5C"	"8633"	"O95185"	""	"Netrin-mediated signaling events"	""	"Netrin mediated repulsion signals"	""	""	""	"Receptor for netrin required for axon guidance. Mediates axon repulsion of neuronal growth cones in the developing nervous system upon ligand binding. Axon repulsion in growth cones may be caused by its association with DCC that may trigger signaling for repulsion. Also involved in corticospinal tract axon guidances independently of DCC. It also acts as a dependence receptor required for apoptosis induction when not associated with netrin ligand."	""	"TRUE"
"5140-56_3"	"SL005231"	"UNC5H4"	"Netrin receptor UNC5D"	"8"	"35235457"	"35796550"	"UNC5D"	"137970"	"Q6UXZ4"	""	""	""	"Netrin mediated repulsion signals"	""	""	""	"Receptor for the netrin NTN4 that promotes neuronal cell survival (By similarity). Plays a role in cell-cell adhesion and cell guidance. Receptor for netrin involved in cell migration. Plays a role in axon guidance by mediating axon repulsion of neuronal growth cones in the developing nervous system upon ligand binding (By similarity). May play a role in apoptosis in response to DNA damage (PubMed:24691657). It also acts as a dependence receptor required for apoptosis induction when not associated with netrin ligand (PubMed:24519068). Mediates cell-cell adhesion via its interaction with FLRT3 on an adjacent cell (By similarity)."	""	"TRUE"
"5178-5_3"	"SL011406"	"PDE7A"	"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A"	"8"	"65717510"	"65842322"	"PDE7A"	"5150"	"Q13946"	"G Protein Signaling Pathways"	""	"3',5'-cyclic AMP degradation"	"G alpha (s) signalling events"	""	"dyphylline|nitroglycerin|aminophylline|anagrelide|milrinone|dipyridamole|ketotifen|tolbutamide|theophylline|pentoxifylline"	""	"Hydrolyzes the second messenger cAMP, which is a key regulator of many important physiological processes. May have a role in muscle signal transduction."	""	"TRUE"
"5183-53_3"	"SL016548"	"AMPK a1b1g1"	"AMP Kinase (alpha1beta1gamma1)"	"12|12|5"	"119667753|49002274|40759379"	"119681630|49019197|40798374"	"PRKAA1|PRKAB1|PRKAG1"	"5562|5564|5571"	"Q13131|Q9Y478|P54619"	"AMPK signaling|Energy Metabolism|TOR signaling"	"Direct p53 effectors|LKB1 signaling events|Signaling events mediated by VEGFR1 and VEGFR2"	""	"Activation of PPARGC1A (PGC-1alpha) by phosphorylation|Regulation of AMPK activity via LKB1|Regulation of Rheb GTPase activity by AMPK|TP53 Regulates Metabolic Genes|Translocation of GLUT4 to the plasma membrane"	""	""	""	"Catalytic subunit of AMP-activated protein kinase (AMPK), an energy sensor protein kinase that plays a key role in regulating cellular energy metabolism. In response to reduction of intracellular ATP levels, AMPK activates energy-producing pathways and inhibits energy-consuming processes: inhibits protein, carbohydrate and lipid biosynthesis, as well as cell growth and proliferation. AMPK acts via direct phosphorylation of metabolic enzymes, and by longer-term effects via phosphorylation of transcription regulators. Also acts as a regulator of cellular polarity by remodeling the actin cytoskeleton; probably by indirectly activating myosin. Regulates lipid synthesis by phosphorylating and inactivating lipid metabolic enzymes such as ACACA, ACACB, GYS1, HMGCR and LIPE; regulates fatty acid and cholesterol synthesis by phosphorylating acetyl-CoA carboxylase (ACACA and ACACB) and hormone-sensitive lipase (LIPE) enzymes, respectively. Regulates insulin-signaling and glycolysis by phosphorylating IRS1, PFKFB2 and PFKFB3. AMPK stimulates glucose uptake in muscle by increasing the translocation of the glucose transporter SLC2A4/GLUT4 to the plasma membrane, possibly by mediating phosphorylation of TBC1D4/AS160. Regulates transcription and chromatin structure by phosphorylating transcription regulators involved in energy metabolism such as CRTC2/TORC2, FOXO3, histone H2B, HDAC5, MEF2C, MLXIPL/ChREBP, EP300, HNF4A, p53/TP53, SREBF1, SREBF2 and PPARGC1A. Acts as a key regulator of glucose homeostasis in liver by phosphorylating CRTC2/TORC2, leading to CRTC2/TORC2 sequestration in the cytoplasm. In response to stress, phosphorylates 'Ser-36' of histone H2B (H2BS36ph), leading to promote transcription. Acts as a key regulator of cell growth and proliferation by phosphorylating TSC2, RPTOR and ATG1/ULK1: in response to nutrient limitation, negatively regulates the mTORC1 complex by phosphorylating RPTOR component of the mTORC1 complex and by phosphorylating and activating TSC2. In response to nutrient limitation, promotes autophagy by phosphorylating and activating ATG1/ULK1. AMPK also acts as a regulator of circadian rhythm by mediating phosphorylation of CRY1, leading to destabilize it. May regulate the Wnt signaling pathway by phosphorylating CTNNB1, leading to stabilize it. Also has tau-protein kinase activity: in response to amyloid beta A4 protein (APP) exposure, activated by CAMKK2, leading to phosphorylation of MAPT/TAU; however the relevance of such data remains unclear in vivo. Also phosphorylates CFTR, EEF2K, KLC1, NOS3 and SLC12A1.|Non-catalytic subunit of AMP-activated protein kinase (AMPK), an energy sensor protein kinase that plays a key role in regulating cellular energy metabolism. In response to reduction of intracellular ATP levels, AMPK activates energy-producing pathways and inhibits energy-consuming processes: inhibits protein, carbohydrate and lipid biosynthesis, as well as cell growth and proliferation. AMPK acts via direct phosphorylation of metabolic enzymes, and by longer-term effects via phosphorylation of transcription regulators. Also acts as a regulator of cellular polarity by remodeling the actin cytoskeleton; probably by indirectly activating myosin. Beta non-catalytic subunit acts as a scaffold on which the AMPK complex assembles, via its C-terminus that bridges alpha (PRKAA1 or PRKAA2) and gamma subunits (PRKAG1, PRKAG2 or PRKAG3).|AMP/ATP-binding subunit of AMP-activated protein kinase (AMPK), an energy sensor protein kinase that plays a key role in regulating cellular energy metabolism. In response to reduction of intracellular ATP levels, AMPK activates energy-producing pathways and inhibits energy-consuming processes: inhibits protein, carbohydrate and lipid biosynthesis, as well as cell growth and proliferation. AMPK acts via direct phosphorylation of metabolic enzymes, and by longer-term effects via phosphorylation of transcription regulators. Also acts as a regulator of cellular polarity by remodeling the actin cytoskeleton; probably by indirectly activating myosin. Gamma non-catalytic subunit mediates binding to AMP, ADP and ATP, leading to activate or inhibit AMPK: AMP-binding results in allosteric activation of alpha catalytic subunit (PRKAA1 or PRKAA2) both by inducing phosphorylation and preventing dephosphorylation of catalytic subunits. ADP also stimulates phosphorylation, without stimulating already phosphorylated catalytic subunit. ATP promotes dephosphorylation of catalytic subunit, rendering the AMPK enzyme inactive."	""	"TRUE"
"5193-51_3"	"SL002542"	"K-ras"	"GTPase KRas"	"12"	"25204789"	"25250936"	"KRAS"	"3845"	"P01116"	"EGF/EGFR Signaling Pathway|Epithelium TarBase|ErbB signaling pathway|G Protein Signaling Pathways|IL-5 signaling pathway|Integrated Breast Cancer Pathway|Lymphocyte TarBase|MAPK Cascade|MAPK signaling pathway|Muscle cell TarBase|Regulation of Actin Cytoskeleton|angiogenesis overview"	"C-MYB transcription factor network|CXCR3-mediated signaling events|Class I PI3K signaling events|Downstream signaling in na&#xef;ve CD8+ T cells|EGF receptor (ErbB1) signaling pathway|EPHB forward signaling|ErbB1 downstream signaling|ErbB2/ErbB3 signaling events|GMCSF-mediated signaling events|IL2-mediated signaling events|Internalization of ErbB1|Neurotrophic factor-mediated Trk receptor signaling|PDGFR-beta signaling pathway|Plasma membrane estrogen receptor signaling|Ras signaling in the CD4+ TCR pathway|Regulation of Ras family activation|SHP2 signaling|TCR signaling in na&#xef;ve CD4+ T cells|TCR signaling in na&#xef;ve CD8+ T cells|Trk receptor signaling mediated by PI3K and PLC-gamma|Trk receptor signaling mediated by the MAPK pathway|mTOR signaling pathway"	""	"Activation of RAS in B cells|CD209 (DC-SIGN) signaling|Constitutive Signaling by EGFRvIII|Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants|DAP12 signaling|Downstream signal transduction|EGFR Transactivation by Gastrin|FCERI mediated MAPK activation|FRS-mediated FGFR1 signaling|FRS-mediated FGFR2 signaling|FRS-mediated FGFR3 signaling|FRS2-mediated FGFR4 signaling|GRB2 events in EGFR signaling|GRB2 events in ERBB2 signaling|MEK activation|NCAM signaling for neurite out-growth|RAF activation|RAF phosphorylates MEK|SHC-mediated cascade:FGFR1|SHC-mediated cascade:FGFR2|SHC-mediated cascade:FGFR3|SHC-mediated cascade:FGFR4|SHC-mediated signalling|SHC1 events in EGFR signaling|SHC1 events in ERBB2 signaling|SHC1 events in ERBB4 signaling|SOS-mediated signalling|Signaling by FGFR1 mutants|Signaling by FGFR2 mutants|Signaling by FGFR3 mutants|Signaling by FGFR4 mutants|Signaling by SCF-KIT|Signalling to RAS|Tie2 Signaling|VEGFR2 mediated cell proliferation|p38MAPK events"	"AGER ->  CREB/SP1 signaling|AGER ->  NF-kB signaling|CHRNA7 -> NOS1 production|CholinergicRn ->  CREB signaling"	""	"diagnosis|efficacy|prognosis|response to therapy|unspecified application"	"Ras proteins bind GDP/GTP and possess intrinsic GTPase activity. Plays an important role in the regulation of cell proliferation (PubMed:23698361, PubMed:22711838)."	""	"TRUE"
"5196-7_3"	"SL006476"	"NMT1"	"Glycylpeptide N-tetradecanoyltransferase 1"	"17"	"45051610"	"45109016"	"NMT1"	"4836"	"P30419"	""	""	""	"Activation, myristolyation of BID and translocation to mitochondria|Inactivation, recovery and regulation of the phototransduction cascade|Late Phase of HIV Life Cycle"	""	""	""	"Adds a myristoyl group to the N-terminal glycine residue of certain cellular and viral proteins."	""	"TRUE"
"5201-50_4"	"SL016554"	"PDE9A"	"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A"	"21"	"42653636"	"42775509"	"PDE9A"	"5152"	"O76083"	""	""	""	""	""	""	""	"Specifically hydrolyzes the second messenger cGMP, which is a key regulator of many important physiological processes. Highly specific: compared to other members of the cyclic nucleotide phosphodiesterase family, has the highest affinity and selectivity for cGMP (PubMed:9624146, PubMed:18757755, PubMed:21483814). Specifically regulates natriuretic-peptide-dependent cGMP signaling in heart, acting as a regulator of cardiac hypertrophy in myocytes and muscle. Does not regulate nitric oxide-dependent cGMP in heart (PubMed:25799991). Additional experiments are required to confirm whether its ability to hydrolyze natriuretic-peptide-dependent cGMP is specific to heart or is a general feature of the protein (Probable). In brain, involved in cognitive function, such as learning and long-term memory (By similarity)."	""	"TRUE"
"5202-4_3"	"SL007373"	"PPID"	"Peptidyl-prolyl cis-trans isomerase D"	"4"	"158709134"	"158723396"	"PPID"	"5481"	"Q08752"	""	"C-MYB transcription factor network"	""	""	""	""	""	"PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides. Proposed to act as a co-chaperone in HSP90 complexes such as in unligated steroid receptors heterocomplexes. Different co-chaperones seem to compete for association with HSP90 thus establishing distinct HSP90-co-chaperone-receptor complexes with the potential to exert tissue-specific receptor activity control. May have a preference for estrogen receptor complexes and is not found in glucocorticoid receptor complexes. May be involved in cytoplasmic dynein-dependent movement of the receptor from the cytoplasm to the nucleus. May regulate MYB by inhibiting its DNA-binding activity. Involved in regulation of AHR signaling by promoting the formation of the AHR:ARNT dimer; the function is independent of HSP90 but requires the chaperone activity. Involved in regulation of UV radiation-induced apoptosis. Promotes cell viability in anaplastic lymphoma kinase-positive anaplastic large-cell lymphoma (ALK+ ALCL) cell lines. May be involved in hepatitis C virus (HCV) replication and release."	"156"	"TRUE"
"5204-13_3"	"SL005308"	"PSME3"	"Proteasome activator complex subunit 3"	"17"	"42824385"	"42843758"	"PSME3"	"10197"	"P61289"	"Proteasome Degradation"	""	""	"APC/C:Cdc20 mediated degradation of Securin|APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1|AUF1 (hnRNP D0) destabilizes mRNA|Activation of NF-kappaB in B cells|Antigen processing: Ubiquitination & Proteasome degradation|Asymmetric localization of PCP proteins|Autodegradation of Cdh1 by Cdh1:APC/C|Autodegradation of the E3 ubiquitin ligase COP1|CDK-mediated phosphorylation and removal of Cdc6|CDT1 association with the CDC6:ORC:origin complex|CLEC7A (Dectin-1) signaling|Cdc20:Phospho-APC/C mediated degradation of Cyclin A|Cross-presentation of soluble exogenous antigens (endosomes)|Dectin-1 mediated noncanonical NF-kB signaling|Degradation of GLI1 by the proteasome|Degradation of GLI2 by the proteasome|Degradation of beta-catenin by the destruction complex|ER-Phagosome pathway|GLI3 is processed to GLI3R by the proteasome|Hedgehog 'on' state|Hedgehog ligand biogenesis|Hh mutants that don't undergo autocatalytic processing are degraded by ERAD|Orc1 removal from chromatin|Regulation of activated PAK-2p34 by proteasome mediated degradation|Regulation of ornithine decarboxylase (ODC)|SCF(Skp2)-mediated degradation of p27/p21|SCF-beta-TrCP mediated degradation of Emi1|Separation of Sister Chromatids|Ubiquitin Mediated Degradation of Phosphorylated Cdc25A|Ubiquitin-dependent degradation of Cyclin D1|Vif-mediated degradation of APOBEC3G|Vpu mediated degradation of CD4|degradation of AXIN|degradation of DVL"	""	""	""	"Subunit of the 11S REG-gamma (also called PA28-gamma) proteasome regulator, a doughnut-shaped homoheptamer which associates with the proteasome. 11S REG-gamma activates the trypsin-like catalytic subunit of the proteasome but inhibits the chymotrypsin-like and postglutamyl-preferring (PGPH) subunits. Facilitates the MDM2-p53/TP53 interaction which promotes ubiquitination- and MDM2-dependent proteasomal degradation of p53/TP53, limiting its accumulation and resulting in inhibited apoptosis after DNA damage. May also be involved in cell cycle regulation. Mediates CCAR2 and CHEK2-dependent SIRT1 inhibition (PubMed:25361978)."	""	"TRUE"
